Load #,Origin,Destination,PU Date,Rate,Weight \ pallet count \ FT,Broker
32326702***,"San Lorenzo, CA","Lancaster, PA",11/12/24 13:00,"$5,254.00","15plts 32,016lbs",
45627***,"Burlingame, CA","Moonachie, NJ",11/13/2024,"$5,500.00","9 crates 9,348 ib",
3176635-2,"Milpitas, CA","Ashburn, VA",11/14/2024 @1900,"$6,200.00","25 items 7,500 lb 48x32x65",
5943110,"West Sacramento, CA","Chambersburg, PA",11/13/24 17:00,"$5,600.00","23plts 43,166lbs",
32303832,"Lodi, CA","New Stanton, PA",11/13/24 7:45 AM,"$4,990.00","20plts 23,338lbs",
32338108,"Watsonville, CA","Dayville, CT",11/13/24 13:00,"$6,100.00","12plts 26,084lbs",
32363985,"Watsonville, CA","Hebron, KY",11/14/24 08:00-16:30,"$3,916.62","10plts 10,500lbs",
32355547,"Reno, NV","Mount Juliet, TN",11/15/24 08:00-14:00,"$4,500.00","20plts 12,145lbs Medical Supplies",
#0633346,"Hayward, CA","Winston Salem, NC",11/13/24 08:00 - 14:,"$5,750.00","16 skids / 7,500 lbs",
32324396,"American Canyon, CA","West Columbia, SC",11/13/24 08:00-15:00,"$5,000.00","17plts 32,352lbs",
32255233,"American Canyon, CA","Lakeland, FL",11/14/2024 @1300,"$7,650.00","22plt/ 37,088 Lbs",
L - 37607,"Hayward, CA","Dayton, TN",11/15/24 10:00 - 14:,"$5,000.00","13 plts/8,008 lbs",
38769,"Tracy, CA","Charleston, SC",11/14/24 by 18:00,"$5,000.00","25plts 20,650lbs MRES",
38768,"Tracy, CA","Charleston, SC",11/14/24 by 18:00,"$5,000.00","24plts 20,459lbs MRES",
L - 37606,"Hayward, CA","Dayton, TN",11/15/24 10:00 - 14:,"$5,000.00","24 plts/8,864 lbs",
32303192,"Richvale, CA** West Sacramento, CA**","Sarasota, FL",11/13/24 07:30-09:30,"$5,400.00","10plt/ 16,242lbs",
15795754,"Colusa, CA","Maxton, NC",11/15/24 13:00,"$4,400.00","4plt/ 8,006 lbs",
32302717,"Richvale, CA","Richburg, SC",11/13/24 11:45-16:00,"$5,500.00","26plt/ 32,570lbs",
416470,ARCATA CA,WEST JEFFERSON OH* UPPER MARLBORO MD,11/19/2024 @ 1400,"$8,200.00","3 pallets 2,874 lb 4 pallets 3,321 lb",
6166159,"Richvale, CA","Montgomery, NY",11/19/24 07:30 - 12:,"$5,850.00","29 plts/26,620 lbs",
32361453,"Richvale, CA","Dayville, CT",11/20/24 07:30-12:00,"$5,800.00","40plt/ 21,332lbs",
94506,"American Canyon, CA","Ronkonkoma, NY",11/20/24 13:00,"$4,000.00","1 plt / 2,402 lbs",
32407710,"McCarran, NV","North Haven, CT",11/19/24 11:00 AM,"$5,500.00","6plts 7,793lbs",
6188487,"Union City, CA","Hazle Township, PA",11/19/24 09:00-16:00,"$5,200.00","19plts 15,403lbs Electronics",
32322163,"Corning, CA","Bethel, PA Denver, PA***",11/20/24 13:00,"$5,700.00","26plts 12,617lbs",
8626042,"Reno, NV","Richmond, VA",11/20/24 13:30,"$4,200.00","12plts 18,500lbs",
32322028,"Corning, CA","Ephrata, PA",11/20/24 12:00,"$5,300.00","25plts 11,519lbs",
530255,"Morgan Hill, CA",Washington DC,11/22 @0800,"$9,200.00","37plt/ 21,600 Lb",
641196,"FAIRFIELD, CA","PINE BROOK, NJ",11/21/2024,"$6,900.00","14plt / 25,500 Lb",
94538,"American Canyon, CA","Ronkonkoma, NY",11/22 @0800-1500,"$7,500.00","6plt/ 14,412 lb",
#31466-42657,"Sparks, NV","Monrovia, MD",11/22 @1100,"$5,000.00","26plt/ 4,497 Lb",
15843510,"Sparks, NV","Charlotte, NC",11/21/24 14:00,"$4,800.00","17 plts/ 9,329 lbs",
32389846,"Woodland, CA","Springdale, OH",11/21/24 14:00,"$4,000.00","15plts 5,815lbs",
6202060,"Fresno, CA","Hebron, KY",11/22/24 8:00 AM,"$4,500.00","16pcs 11,840lbs",
6180128,"Kingsburg, CA","Greenfield, IN",11/20/24 14:00,"$3,800.00","16plts 18,400lbs",
60503285,"Morgan Hill, CA","Horse Cave, KY",11/19/24 13:00,"$4,025.00","10plts 18,000lbs",
140972912,"Hayward, CA","Whitestown, IN",11/20/24 7:00 - 14:0,"$4,400.00","40crates/ 12,000 lbs",
416466,ARCATA CA,DENTON TX LAKE CITY FL,11/19/2024 @ 1300,"$7,600.00","2 pallets 1,863 lb 4 pallets 3,373 lb",
32364548,"Watsonville, CA","Richburg, SC",11/20/24 8:00 AM,"$5,300.00","16plt/ 30,390lbs",
7317825,"STOCKTON, CA","KINSTON, NC",11/20/2024,"$5,500.00","26plt/ 10,143 lb",
32388171,"American Canyon, CA","Jacksonville, FL",11/20/24 08:00-15:00,"$5,300.00","15plts 25,845lbs",
1481294,"Linden, CA","High Point, NC",11/21/24 12:00,"$6,100.00","8plt/ 16,000 lbs",
6170665,"Watsonville, CA","Sarasota, FL",11/19/24 13:00,"$5,500.00","11plts 22,614lbs",
127234,"Winters, CA *** Salt Lake City, UT","Jefferson, GA Salisbury, NC***",11/21/2024 @ 1200 11,"$5,881.00",16 plt / 7klb 9 plts / 5klb,
65657,"Lathrop, CA","Jacksonville, FL",11/21/24 9:00,"$6,200.00","18 plts 34,508 lbs",
6202122,"Richvale, CA","York, PA",11/26/24 07:30-12:00,"$5,800.00","41plts 16,266lbs",
60645934,"Woodland, CA","Allentown, PA",11/25/24 13:00,"$6,400.00","15 plts 25,875 lbs",
6194697,"Richvale, CA","Montgomery, NY",11/26/24 12:00 - 17:,"$5,800.00","41 plts/22,986 lbs",
39192,"San Leandro, CA","Newburgh, NY",11/26/24 08:30-17:00,"$5,200.00","20plts 11,960lbs",
157407,"San Lorenzo, CA","Saxonburg, PA",11/26 @  12:00,"$5,500.00","12 plts 24,500 lbs",
32416820,"Sparks, NV","Hainesport, NJ",11/25/24 11:00-17:00,"$3,500.00","12plts 2,505lbs 48x40x48",
140995093,"Hayward, CA","Whitestown, IN",11/25/24 12:00 - 15:,"$4,400.00","56plt/ 15,792 Lb",
140993024,"Hayward, CA","Whitestown, IN",11/25/24 12:00 - 15:,"$4,400.00","24plt/ 31,824 lbs",
140994960,"Hayward, CA","Whitestown, IN",11/25/24 12:00 - 15:,"$4,400.00","40plt/ 9,500 lbs",
LD375656,Hayward CA,,11/26 @1300,"$5,400.00","16plt/ 10,015 Lb",
6205829,"Hayward, CA","Lockbourne, OH",11/27/24 13:00,"$4,000.00","15plts 10,925lbs",
1185006,"Winters, CA","Jefferson, GA",11/25/24 12:00 PM,"$5,300.00","40plt/ 21,265lbs",
32421815,"Richvale, CA","Sarasota, FL",11/26/24 12:00-15:00,"$6,200.00","29plt/ 28,693lbs",
32430106,"Turlock, CA","Sarasota, FL*** Auburndale, FL",11/27/24 7:00 AM,"$8,000.00","18plts 24,000lbs Yogurt",
S112671394,"Dayton, NV","Lebanon, TN",11/29/24 07:00 - 15:,"$4,400.00","24plts/15,640lbs",
S112690659,"Richmond, CA","Lexington, KY",11/27/24 11:00,"$4,500.00","7 Skids 7,176 lbs",
32455985,"American Canyon, CA","Tampa, FL Saint Petersburg, FL",11/27/24 08:00-15:00,"$5,700.00","12 plts 19,524lbs",
418353,Cerstroville CA Oxnard CA,Delawere OH,11/30,"$5,700.00","33,658",
15948979,"Tracy, CA","Pinellas Park, FL",12/5/24 8:00 - 13:00,$250.00,"2 plts/2,414 lbs",
418222,ARCATA CA,SACRAMENTO CA RIALTO CA,12/5 @1500,"$2,000.00",nan,
15874668,"Livermore, CA","Glenville, NY",12/2/24 9:00,"$6,499.00","42plts 28,906lbs 48x40x50",
418206,ARCATA CA,CEDAR FALLS IA WINDSOR CT,12/3 3:00 PM,"$8,500.00",8plt/ 7.337 lb,
6227176,"Richvale, CA","Montgomery, NY",12/3/24 12:00 - 17:0,"$5,800.00","46 plts/33,091 lbs",
6237882,"Milpitas, CA","Hazle Township, PA",12/3/24 08:00-16:00,"$5,000.00","13plts 4,570lbs",
128307,"Winters, CA**  21plt/ 14 spots Caruthers, CA 5 Terra Bella, CA 4pl","Hinckley, OH / 21*** Saxonburg, PA / 9",12/04/2024,"$7,685.00","30 plt/ 24,300 lb",
94673,"Modesto, CA","Ronkonkoma, NY",12/3 @1410,"$6,500.00","11plt/ 18,743 Lb",
32467300,"Visalia, CA","Harrisburg, PA",12/2/24 07:30-15:00,"$5,300.00","24plts 34,560lbs",
#0124473,"RENO, NV","BURLINGTON TOWNSHIP, NJ",12/05/2024 @ 0915,"$5,500.00","50plt/ 8,600 lb",
94625,"Modesto, CA","Ronkonkoma, NY",12/2 @1120,"$6,500.00","20plt/ 28,256 Lb",
32505883,"Mccarran, NV","Branchburg, NJ",12/05/2024 @07:00 - ,"$5,500.00",1plt 692 lb,
121272657,"Sparks, NV*** Reno, NV","BERLIN, CT",12/5 @0800-1600,"$6,000.00","13plt/ 7,186 Lb",
L-37967,"Hayward, CA","Frederick, MD",12/5/24 8:00 - 15:00,"$6,000.00","10plt/ 4,416 Lb",
8137288,"West Sacramento,CA","Jersey City,NJ",12/5 @1300,"$6,100.00","2plt/ 5,012 Lb",
107410,"FALLON, NV","VIRGINIA BEACH, VA",12/06/2024,"$5,900.00","10,000 lb",
3540723,"Vacaville, CA","Bloomfield, CT",12/6/24 13:00,"$5,400.00","11plts 9,172lbs",
15874764,"Livermore, CA","Charlotte, NC",12/2/24 11:00,"$5,099.00","42plts 28,906lbs 48x40x50",
DTX1899208,"Sacramento, CA","Indianapolis, IN",12/03/2024 @ 1000,"$4,500.00","3 pallets 2,000lb",DTX
15874768***,"Livermore, CA","Charlotte, NC",12/2/24 10:00,"$5,099.00","42plts 28,906lbs 48x40x50",
15874683,"Livermore, CA","Orlando, FL",12/2/24 13:00,"$6,099.00","42plts 28,906lbs 48x40x50",
9764092,FRENCH CMP CA,Dallas TX,12/4/2024 @8PM,"$6,785.00",US MAIL,
418204,ARCATA CA,DENTON TX LAKE CITY FL,12/3 1:00 PM,"$7,600.00","2plt/ 1,729 Lb",
32467231,"Richvale, CA","Sarasota, FL",12/4/24 07:30-11:00,"$6,200.00","27plt/  28,694lbs",
60732546,"SPARKS, NV","MIRAMAR, FL",12/03/2024 @ 1200-18,"$6,500.00","16 pallets 18,725 lb",
60756668,"Napa, CA","Miami, FL",12/5/24 07:00-12:00p,"$7,200.00","16plts 29,631lbs",
1149662,"Reno, NV","Orlando, FL",12/5/24 08:00-11:00,"$4,000.00","3pcs 2,280lbs 35ft",
133111,San Jose. CA,"Miami, FL",12/6/24 8:00,"$6,900.00","15plts 3,186lbs",
Load #: 121205593,"SAN LEANDRO, CA","ATLANTA, GA*** CHARLOTTE, NC*** DURHAM, NC*** SANDSTON, VA FORT WASHINGTON, MD***",12/6@8am,"$8,000.00","18 pl/ 30,827",
32449874,"American Canyon, CA","Mills River, NC*** Pineville, NC",12/6/24 08:00-15:00,"$5,700.00","16plts 28,672lbs",
32464831,"Richmond, CA","Olive Branch, MS",12/6/24 14:00,"$5,000.00","7plts 9,520lbs",
#0260275,"Modesto, CA","Indianapolis, IN",12/13/24 9:00 - 13:0,"$4,200.00","10, 040 lbs",
107427,"FALLON, NV","VIRGINIA BEACH, VA",12/12/2024 by2pm,"$6,000.00","30,000 lb",
27140,"Sacramento, CA","Michigan City, IN",12/12/24 08:00-14:00,$150.00,"15plts 8,100lbs Radiators",
T5568238,"Herlong, CA","New Cumberland, PA",12/09/24 14:00,"$5,500.00","17crates/ 11,515 lb",
32502695,"Watsonville, CA","Dayville, CT",12/10/24 13:00,"$6,038.97","14plts 27,074lbs Martinelli",
T5571512,"Herlong, CA","New Cumberland, PA",12/10/24,"$5,500.00","5pcs 5,100lbs",
121327931,"LIVERMORE, CA","HAZLET, NJ",12/11 @1400,"$5,800.00","16plt/14,239 lbs",
#0124913,"Reno, NV","Plattsburgh, NY",12/11/24 0700-1300,"$5,750.00","39pcs 18,374 LBS",
32521303,"Union City, CA","Shelbyville, IN",12/12 13:00,"$4,800.00","17 plts 21,016 lbs",
30556671,"SOUTH SAN FRANCISCO, CA","Janesville WI  Akron, OH",12/13 @0700-1700,"$3,500.00","4plt/ 2,000 lb",
L-38036,"Hayward, CA","Dayton, TN",12/10/24 08:00-14:00,"$5,000.00","31plts 12,740lbs 18plts @26x52x36 13plts",
32467600,"American Canyon, CA","Deerfield Beach, FL",12/11/24 08:00-15:00,"$6,300.00","14plts 24,653lbs",
121301293,"RENO, NV","LANCASTER, TX",12/12 @0800-1600,"$3,500.00","27plt/ 22,400 Lb",
121286514,"RENO, NV","LANCASTER, TX",12/12 @0800-1600,"$3,500.00","18plt/ 6,155 Lb",
L-38035,"Hayward, CA","Dayton, TN",12/10/24 08:00-14:00,"$5,000.00","20plts 7,092lbs 13plt @60x30x43 6plts @3",
15969679,"Sparks, NV","Norcross, GA",12/10/24 11:00-16:00,"$4,900.00","2pcs 5,940lbs 2 @105x34x37",
39698,"Tracy, CA","Camp Lejeune, NC",12/11/24 08:00-13:00,"$5,500.00","34plts  24,647lbs",
39699,"Tracy, CA","Camp Lejeune, NC",12/11/2024 0800-13:0,"$5,500.00","28plts  24,651lbs",
121286559,"SPARKS, NV","COMMERCE, GA",12/11/2024 @0800-153,"$5,600.00","32plt/ 11,062 Lb",
39762,"San Leandro, CA","Newburgh, NY",12/12/24 08:00-16:00,"$5,300.00","20plts 9,713lbs",
T5573986,"Herlong, CA","New Cumberland, PA",12/11/24 08:00-14:00,"$5,500.00","11pcs 8,330lbs",
2352273,"Reno,NV","Hazelton, PA",12/11/24 13:00,"$5,200.00","47plts 22,161 lbs",
32537871,"American Canyon, CA","Gibsonton, FL",12/12/24 08:00-15:00,"$5,800.00","23plts 32,985lbs",
3546071-3575423,"Vacaville, CA","Daytona Beach, FL",12/13/24 11:00,"$5,300.00","8 plts/10,000 lbs",
16264320,"Madera, CA","Doraville, GA",12/13/24 7:00,"$4,700.00","18 plts / 6,300 lbs",
32511089,"American Canyon, CA","Gibsonton, FL",12/11/24 08:00-15:00,"$5,600.00","14plts 19,224lbs",
15882375,"Fresno, CA","Suffolk, VA",12/13/24 13:00,"$5,491.00","19 plts/ 19,680 lbs",
157908,"San Lorenzo, CA","Saxonburg, PA",12/13/24 12:00,"$3,000.00","5plts 11,770lbs",
644555,"Sacramento, CA","Portsmouth, VA",12/12/2024 @ 12:30:0,"$6,000.00","16plts 5,000lbs",
32531903,"Fairfield, CA","New Castle, DE*** Rosedale, MD***",12/13/24 13:00,"$7,000.00","34 plts/  33,386 lbs",
9293544,"Vacaville, CA","Carlisle, PA",12/13/24 16:00,"$5,750.00","23,000 lbs UGLY LOAD!!!!",
*004801058,"San Leandro, CA","Transfer, PA",12/17/24 07:00-16:00,$250.00,"9plts 15,348lbs",
71442,"Lathrop, CA","Lathrop, CA",12/16/2024 @ 0300,"$8,600.00",nan,
6292497,"Richvale, CA","York, PA",12/17/24 12:00-17:00,"$5,500.00","36 plts 9,351lbs",
32566091,"Visalia, CA","Harrisburg, PA",12/16/24 07:30-15:00,"$5,700.00","24 plts 34,560lbs",
S2714720,"Patterson, CA","Cato, NY",12/19/24 12:00 - 15:,"$6,000.00","10 plts/19,000 lbs",
419508,ARCATA CA,WEST JEFFERSON OH UPPER MARLBORO MD,12/17/2024 @ 1400,"$8,200.00","4 pallets 3,774 lb 3 pallets 2,2223 lb",
15957641,"Tracy,CA","Lebanon, PA",12/17/24 9:00,"$7,500.00","19 plts/ 11,000 lbs",
6310894,"Modesto, CA","Milton, PA",12/19/24-12/20/24 08,"$6,300.00","11plts 19,635lbs Nuts",
6288770,"Richvale, CA","York, PA",12/17/24 12:00-17:00,"$5,200.00","35plts 12,293lbs",
4801022,"San Leandro, CA","Transfer, PA",12/17/24 07:00-16:00,"$5,350.00","9plts 15,348lbs",
94933,"American Canyon, CA","Ronkonkoma, NY",12/20 @1300,"$6,500.00","20plt/ 42,260 lb",
60725076,"Madera,CA","Hanover Twnp, PA",12/19/24 12:30,"$5,200.00","26 plts/ 8,171 lbs",
500-0042-1224,"Herlong, CA","New Cumberland, PA",12/18/24 08:00-13:00,"$6,000.00","23 pcs 8,593 lb",
6302941,"Dixon, CA","Montgomery, NY",12/20/24 16:00,"$5,320.00","21plts 21,336lbs",
32551858,"Union City, CA","Millersburg, OH",12/20/2024 9:00 AM,"$5,600.00","10 plts/17,500 lbs",
40163,"San Leandro, CA","Newburgh, NY",12/20/24 08:30-17:00,"$5,475.00","18plts 10,100lbs",
60949869,"Woodland, CA","Allentown, PA",12/20/24 13:00,"$5,800.00","15plts 25,875lbs NUT Butter",
30643501,"Selma, CA","Hunker,PA (Pittsburgh PA area)",12/20/24 14:00,"$3,400.00","12 plts/16,500 lbs",
A646144,"Sacramento, CA","Danville, KY",12/18/24 12:00-18:00,"$3,800.00","21plts 11,210lbs Radiators",
121397516,"SPARKS, NV","HEBRON, KY",12/20,"$4,000.00","17 pallets/ 14,032 Lb",
3196771,"Minden, NV","Lebanon, TN",12/20/2024,"$4,900.00","3,950 lb/ 4 pallets",
#129941,"Winters, CA","Salisbury, NC",12/19 @1100*** 12/20,"$4,500.00","4plt/ 8,000 Lb",
8683163,"Hayward, CA","Portland, TN",12/20/24 08:00-13:00,"$5,500.00","10plts 16,00lbs",
S2717548,"Fremont, CA","Trinity, AL",12/20/24 14:00,"$4,800.00","3 skds/2,970 lbs",
1085951,"Napa, CA","Madison, MS",12/20/2024 06:30-15:,"$4,700.00","6 plts, 10,510 lbs wine (9,800 lbs)",
SPT-433954,"Union City, CA","Olive Branch, MS",12/18/24 07:00-15:00,"$5,000.00","35pcs 11,104lbs",SPT
537392,"Visalia, CA","East Point, GA",12/19 @by 1500,"$5,500.00","9plt/ 19,152 Lb",
#0035498***,"Sparks, NV",Hagerstown MD,12/22/2024 2300-2359,"$8,000.00","40,000 lbs",
420441,"ARCATA, CA","RIALTO, CA",12/24/24 @ 15:00,"$1,400.00","5plt/ 4,313 Lb",
T5584715***,"Herlong, CA","New Cumberland, PA",12/23/24 08:00-13:00,"$6,000.00","24plts 24,938lbs",
420390***,ARCATA,"Cedar Falls, IA** Windor CT",12/24 13:00,"$8,500.00","8 plts/ 6,835 lbs",
32592941***,"Tracy, CA","Monroe Township, NJ",12/26/24 15:00,"$7,500.00","26plt/ 12,270lbs",
32923,"Patterson, CA","Windsor Locks, CT",12/27/24 05:00-15:00,"$6,400.00","17plt/ 19,500lbs Brake Parts",
32592940,"Tracy, CA","Monroe Township, NJ",12/27/2024 24h,"$7,500.00","63plt/ 32,008lbs",
3198302***,"Minden, NV","Lebanon, TN",12/26/24 18:00,"$5,000.00","29plt/ 31,344lbs",
32590670***,"American Canyon, CA","Deerfield Beach, FL",12/27/24 08:00-15:00,"$6,300.00","16plts 27,019 lbs",
#0548840***,"Minden, NV","Miami, FL",12/27/24 15:00,"$3,000.00","2,994 lbs",
LD173612,"Hayward, CA","Riviera Beach, FL",12/27 @1400,"$7,500.00","7plt/ 10,625 Lb",
32597904,"Turlock, CA","Mount Sterling, IL*** Sturtevant, WI*** York,PA***",12/27 14:00,"$8,500.00","23 plts/ 27,000 lbs Yogurt",
M208369,"Sacramento, CA","Winchester, VA",12/27 1200-19:00,"$5,900.00","6 plts/ 6,200 lbs",
32590671,"American Canyon, CA","Indianapolis, IN",12/27/24 08:00-15:00,"$3,800.00","9plts 14,330lbs",
32586829,"American Canyon, CA","Sioux Falls, SD** Omaha, NE*** Johnston, IA***",12/27,"$4,500.00","25,008 Lb",
420391***,ARCATA CA,"DENTON, TX",12/24/24 @ 12:00,"$5,000.00","4 plt/ 3,059 Lb",
32590694***,"American Canyon, CA","McDonald, TN*** Maryville, TN***",12/26/24 08:00-15:00,"$5,000.00","14plts 25,335lbs",
3199630,"Minden, NV","Lebanon, TN",12/31 20:30,"$5,300.00","11,756 lbs",
421494,"ARCATA, CA","RIALTO, CA",12/31 @1300,"$1,400.00","2plt/ 1,283 Lb",
32632913,"American Canyon, CA","Bessemer, AL",12/30/24 12:00-15:30,"$4,850.00","13plts 22,629lbs",
1210995,"Union City, CA","Miami, FL",12/30,"$6,500.00","21 pallets/18,571",
32606921,"American Canyon, CA","Apex, NC",12/31/24 09:00-15:00,"$5,700.00","19 plts 36,865lbs",
3247627-1,"White City, OR","Charlotte, NC",12/30/24 15:00,"$5,000.00","8,200lbs / Plts#1-5 DIMS- 51x84x81 W- 18",
40377,"Tracy, CA","Fort Stewart, GA",12/31/24 08:00-13:30,"$5,200.00","21plts 11,889lbs",
8687461,"Sparks, NV","Lithia Springs, GA",12/31/24 8:00 - 15:0,"$4,900.00","10 plts/6,500 lbs 120*40*48",
32586820,"American Canyon, CA","Austell, GA",1/2/25 08:00-15:00,"$4,800.00","15plts 24,193lbs",
32630062,"Richvale, CA","Sarasota, FL",12/31/24 12:00 PM,"$6,500.00","24plt/ 31,580lbs",
121467556,"SPARKS, NV","COMMERCE, GA",12/30 @1300,"$5,500.00","21plt/ 7,553 Lb",
LD305795,"Patterson, CA","Bronx, NY",12/31/24 05:00-13:00,"$6,000.00","22plts 25,000lbs Brake Parts",
30761024,"San  Jose, CA","York, PA",01/03/25 0800-15:00,"$4,900.00","5 plts/ 8,268 lbs",
500-0003-0125,"Herlong, CA","New Cumberland, PA",1/3/25 06:00-12:00,"$5,500.00","35pcs 27,637lbs",
22762,"Sparks, NV","Medina, OH",1/3/2025 7:00 - 17:0,"$4,250.00","17 plts/ 5,610 lbs",
61037854,"Woodland, CA","Allentown, PA",1/2/25 13:00-15:00,"$5,800.00","12plts 27,900lbs Nut Butter",
304243,"Tulare, CA","Florence, SC",1/3/25 17:30,"$4,800.00","2,000 lbs",
#0029036,"Mckinleyville,CA","Johnson City, NY  *** Harrisonburg, VA ***",1/04/25 0900-1600,"$6,000.00","4 Uboxes/10,500lbs",
158041,"Fremont, CA","New Orleans, LA",1/3/25 13:00-16:00,"$5,000.00","12pcs 6,765lbs 42ft",
283943,PENDERGRASS GA,COXSACKIE NY,1/8/2025 3:00 PM,"$1,900.00",nan,
422128,TERRA BELLA CA CUTLER CA FOWLER CA,DENVER CO,1/4 FCFA,"$4,500.00","21plt/ 32,630 Lb",
32655667,"Martinez, CA","Roxboro, NC",1/3/25 08:00-12:00,"$6,000.00","17,000lbs",
30777913,"Los Banos, CA","Swedesboro, NJ",1/6/25 0800-1600,$150.00,"9,416 lbs",
422130,ARCATA CA,SACRAMENTO CA,01/06/25 @ 14:00,"$1,300.00","1,853",
78518,"San Francisco, CA","Denver, CO**** Coatesville, PA***",1/6 @0700-2pm,"$6,800.00","6plt/ 3,050 lb",
32664762***,"Visalia, CA","Harrisburg, PA",1/6/25 07:30-15:00,"$5,500.00","24plts 34,560lbs",
32660310,"Sparks, NV","York, PA",1/6/25 11:00 AM,"$4,650.00","9plts 6,133lbs",
73046,"Watsonville, CA,","Fairfield, NJ",01/06/25 0800-1200,"$5,900.00","9 plts/ 13,700 lbs",
40632*,"San Leandro, CA","Newburgh, NY",1/7/25 08:00-17:00,"$5,300.00","30plts 17,116 lbs TESLA",
32666462*,"Sparks, NV","Imperial, PA",1/7/25 12:00 PM,"$4,650.00","10plts 9,040lbs",
6359315*,"Richvale, CA","York, PA",1/7/25 12:00-17:00,"$5,500.00","20plts 25,728lbs",
32647287,"Richvale, CA","Greenwood, IN",1/6/25 12:00-16:00,"$4,200.00","42plt/ 25,322 lbs",
6272564*,"Kettleman City, CA","Tully, NY",1/8/25 14:00,"$5,500.00","23 plts/ 18,532 lbs",
*004831610,"San Leandro, CA","Monroe Township, NJ",1/9/25 11:00AM APPT!,"$6,200.00","24plts 14,430lbs",
S2744839*,"Healdsburg, CA","Woodridge, IL",1/9 @0800-1400,"$3,900.00","10plt/ 15,940 Lb",
9102980,"Hayward, CA","Clayton, IN",1/9 @1000,"$4,200.00","22plt/ 12,017 Lb",
3201050*,"Minden, NV","Lebanon, TN",01/08/25 7:30,"$4,800.00","29plt/ 11,274 lbs",
1219184*,"Fernley, NV","Middleport, NY",1/8/25 14:00,"$4,500.00","16 plts/2,567 lbs TIRES",
32688553,"American Canyon, CA","Washington, DC",1/10/25 08:00-15:00,"$5,361.48","10plts 19,458lbs",
95467,"Napa, CA","Ronkonkoma, NY",1/10/2025 @1030,"$6,500.00","16plt/ 33,952 Lb",
30844634,Minden NV,"Ballston Spa,NY",01/10/2025 FCFS,"$2,000.00",1 cr 897 Lb,
30243675,"Watsonville, CA","Janesville, WI",01/10/2025 FCFS 08:0,"$2,300.00",3plt/,
95471,"Modesto, CA","Ronkonkoma, NY",1/10/2025 @14.50,"$6,500.00","26plt/ 36,452 Lb",
3201053*,"Minden, NV","Lebanon, TN",01/08/25 9:00,"$4,800.00","28plt/ 13,843 lbs",
1553701,"Firebaugh,CA","Independence, MO",01/09/25 12:00,"$3,387.00","26 plts/18,170",
8701155,"Santa Rosa, CA","DFW Airport, TX",1/10/25 15:30,"$4,000.00","22plt/ 13,100lbs",
60109478805,DallasTX,"Londonderry, NH","13, 2025 15:30","$2,100.00",33pllt 5 200lbs,
#0011252,"Arlington,TX","Randolph,MA",1/14,"$3,100.00","13,016 lbs",
6360886,"Reno, NV","Hialeah, FL",1/10/25 13:00,"$6,500.00","35 plts/13,626 lbs",
32663013,"American Canyon, CA","Sanford, FL Orlando, FL***",1/10/25 08:00-15:00,"$6,000.00","12plts 20,064lbs",
540514,"Reno, NV","Doral, FL",1/9/25 14:00,"$5,800.00","1 crate/4,870 lbs",
2113003*,"Woodland, CA","Forth Worth, TX",01/07/2025  1:00:00 ,"$3,400.00","7plt/ 20,500 lbs",
6376559*,"Stockton, CA","Tyler, TX",1/8/25 09:00-16:30,"$3,400.00","6 plts 3,180lbs",
30822620,"San Francisco, CA","Lancaster, TX",1/8,"$1,650.00",11pllt,
422695,SANGER CA BAKERSFIELD CA,"DENVER, CO",1/8/2025 @1400  SET ,"$4,400.00","20plt/ 40,200 Lb",
AQKF-121553746,"Ft Collins, CO","Norfolk, VA",1/10/2025 FCFS,"$3,700.00",15 plts,AQKF
7405699,"Bellvue, CO","Hickory, NC*** Salisbury, NC*** Dunn, NC*** Henderson, NC",01/11/2025 FCFS  ope,"$5,500.00",7 plts,
422889,REEDLEY CA FOWLER CA,"DENVER, CO",1/11 @FCFS 1/11 @ re,"$4,500.00","21plt/ 17,340 Lb",
12636107,"Los Banos, CA","Lithia Springs, GA",1/16/25 9:00,$150.00,"8,600 lbs",
422986,ARCATA CA,SACRAMENTO CA**** RIALTO CA***,1/14 @1500,"$2,000.00","4plt/ 3,344 Lb",
95585,"American Canyon, CA","Santa Fe Springs, CA",1/14 @08-1500,"$1,000.00","4plt/ 10,925 Lb",
95588,"Napa, CA","Santa Fe Springs, CA",1/14 @1300,$900.00,"24,864 Lb",
422822,ARCATA CA,WEST JEFFERSON OH*** UPPER MARLBORO MD***,1/14 @ 2pm,"$8,200.00","8plt/ 6,062 Lb",
6367082,"Tracy, CA","Easton,PA",1/14/25 15:00,"$5,800.00","23plt/ 12,879lbs",
422825,ARCATA CA,DENTON TX*** LAKE CITY FL***,1/14 @1200,"$7,600.00","2+2plt/ 3,113 Lb",
32701115,"Richvale, CA","Sarasota, FL",1/14/25 14:00,"$6,200.00","31plts 25,848lbs",
LD4072796,"Hayward, CA","Minersville, PA",1/15/25 08:00-14:00,"$5,600.00","21pcs 16,850lbs",
32688561,"American Canyon, CA","Gibsonton, FL",1/15/25 08:00-15:00,"$5,800.00","18plts 26,700lbs",
422827,ARCATA CA,CEDAR FALLS IA  2 plt**** WINDSOR CT   2plt***,1/14 @1200,"$8,500.00","4plt/ 3,268 Lb",
3555910,"Woodland, CA","Nazareth, PA",1/14/25 14:00,"$5,400.00","60plts/13,000 lbs",
